,pa_id,poi_common_id,poi_name,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_additional_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_lat,poi_lon,poi_created,poi_updated,poi_deleted,pc_id,poi_common_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,export_poi_name,do_not_export_addr_tags,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,additional_ref_name,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
523,2054,6,,CBA Attila Csemege,23,1012,Budapest,Attila út,109,,POINT (47.50175 19.02784),Attila u. 109.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,07:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,20:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 06:00-21:00; Sa 07:00-21:00; Su 07:00-20:00; PH off,47.501738,19.0277889,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,1948976083,OSM_object_type.node,4,0,2021-10-10 12:40:44.000000,"{'addr:street': 'Attila út', 'branch': 'Attila út', 'brand': 'CBA', 'brand:wikidata': 'Q779845', 'brand:wikipedia': 'en:CBA (food retail)', 'name': 'CBA', 'opening_hours': 'Mo-Fr 06:00-21:00; Sa 07:00-21:00; Su 07:00-20:00', 'shop': 'convenience', 'wheelchair': 'no'}",,4.06392513,False
534,1791,6,,Pusztaszeri Csemege,32,1025,Budapest,Pusztaszeri út,57,,POINT (47.52535 19.02385),Pusztaszeri út 57,,,,,,,,,,,,,,,,,,+36 30 495 9730,pusztaszeri@mcsemege.hu,,,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,08:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,17:00:00,17:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 06:30-21:00; Sa 07:00-17:00; Su 08:00-17:00; PH off,47.52535,19.02385,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
535,1786,6,,Vend Csemege,32,1025,Budapest,Pusztaszeri út,72,,POINT (47.52334 19.01983),Pusztaszeri út 72,,,,,,,,,,,,,,,,,,+36 30 682 1394,vend@mcsemege.hu,,,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,08:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,20:00:00,20:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 06:30-21:00; Sa 07:00-20:00; Su 08:00-20:00; PH off,47.52334,19.01983,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
536,1779,6,,Törökvész Csemege,32,1025,Budapest,Törökvész út,1/B,,POINT (47.52025 19.02194),Törökvész út 1/b,,,,,,,,,,,,,,,,,,+36 30 682 1395,torokvesz@mcsemege.hu,,,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,08:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,17:00:00,17:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 06:30-21:00; Sa 07:00-17:00; Su 08:00-17:00; PH off,47.52025,19.02194,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
537,1939,6,,Cba Házmán,33,1026,Budapest,Házmán utca,2,,POINT (47.51672 18.99954),Házmán u.2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,19:00:00,,,,,,,,,,,,,,,,,,False,Mo-Fr 06:30-20:00; Sa 07:00-19:00; PH off,47.51672,18.99954,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
538,2705,6,,HTZRT - 05.számú Hús-hentesáru üzlet,34,1027,Budapest,Horváth utca,28-36,,POINT (47.51109 19.03435),Horváth utca 28-36.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,,19:00:00,19:00:00,19:00:00,19:00:00,19:00:00,15:00:00,,,,,,,,,,,,,,,,,,False,Mo-Fr 07:00-19:00; Sa 07:00-15:00; PH off,47.51109,19.03435,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
539,2005,6,,Margit hídfő,34,1023,Budapest,Margit körút,1,,POINT (47.51476 19.03801),Margit krt.1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,17:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 07:00-17:00; PH off,47.51476,19.03801,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
540,1752,6,,CBA Élelmiszer Emőd u. 9.,37,1031,Budapest,Emőd utca,9,,POINT (47.57553 19.05733),Emőd u 9.,,,,,,,,,,,,,,,,,,+36 1 368 4254,emod@jegcsillag.hu,,,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,14:00:00,,,,,,,,,,,,,,,,,,False,Mo-Fr 06:30-20:00; Sa 07:00-14:00; PH off,47.57551865,19.057413949999997,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,331333841,OSM_object_type.way,7,0,2019-09-28 18:55:13.000000,"{'addr:city': 'Budapest', 'addr:housenumber': '9', 'addr:postcode': '1031', 'addr:street': 'Emőd utca', 'air_conditioning': 'yes', 'brand': 'CBA', 'brand:wikidata': 'Q779845', 'brand:wikipedia': 'en:CBA (food retail)', 'building': 'retail', 'name': 'CBA', 'opening_hours': 'Mo-Fr 06:30-20:00; Sa 07:00-14:00; Su off', 'phone': '+36 1 368 4254', 'shop': 'supermarket', 'source': 'Interspect ortofotó 2014;https://www.cba.hu/uzletlista/', 'wheelchair': 'yes'}","[3383965540, 3383965538, 3383965537, 3383965539, 3383965540]",0.0,False
541,1994,6,,Római tér,37,1031,Budapest,Római tér,1,,POINT (47.56871 19.0494),Római tér 1.,,,,,,,,,,,,,,,,,,+36 1 244 8341,romai@cba-vorosvar.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,07:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,18:00:00,16:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 06:00-20:00; Sa 07:00-18:00; Su 07:00-16:00; PH off,47.56871,19.0494,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
542,1969,6,,Gyenes,38,1032,Budapest,Gyenes utca,2,,POINT (47.54298 19.03536),Gyenes u.2.,,,,,,,,,,,,,,,,,,+36 1 244 8205,gyenes@cba-vorosvar.hu,,,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,,19:30:00,19:30:00,19:30:00,19:30:00,19:30:00,18:00:00,,,,,,,,,,,,,,,,,,False,Mo-Fr 06:30-19:30; Sa 06:30-18:00; PH off,47.54298,19.03536,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
543,1928,6,,Cba Kiscelli,38,1032,Budapest,Kiscelli utca,14,,POINT (47.53897 19.03792),Kiscelli u.14,,,,,,,,,,,,,,,,,,+36 1 437 0463,kiscelli@cba-vorosvar.hu,,,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,16:00:00,14:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 06:30-20:00; Sa 06:30-16:00; Su 07:00-14:00; PH off,47.5389805,19.0379258,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,1757513489,OSM_object_type.node,3,0,2015-11-18 16:37:55.000000,"{'name': 'CBA Szupermarket', 'opening_hours': 'Mo-Fr 06:30-19:30; Sa 06:30-14:00; Su 07:00-13:00', 'shop': 'supermarket', 'wheelchair': 'yes'}",,1.24608585,False
544,1911,6,,Flórián,39,1035,Budapest,Flórián tér,6-9,,POINT (47.54237 19.04103),Flórián tér 6-9.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,07:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,18:00:00,16:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 06:30-20:00; Sa 07:00-18:00; Su 07:00-16:00; PH off,47.54237,19.04103,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
545,2511,6,,Sváb Pékség Mintabolt,39,1033,Budapest,Flórián téri aluljáró,11,,POINT (47.54298 19.04225),"Flórián téri aluljáró, 11.sz.üzlet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,19:00:00,19:00:00,19:00:00,19:00:00,19:00:00,12:00:00,,,,,,,,,,,,,,,,,,False,Mo-Fr 06:00-19:00; Sa 06:00-12:00; PH off,47.54298,19.04225,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
546,2695,6,,HTZRT - 30.számú CBA Élelmiszer üzlet,39,1033,Budapest,Kórház utca,17,,POINT (47.54203 19.04292),Kórház utca piac 17. pavilon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,13:00:00,15:00:00,17:00:00,17:00:00,17:00:00,13:00:00,,,,,,,,,,,,,,,,,,False,"Mo,Sa 06:00-13:00; Tu 06:00-15:00; We-Fr 06:00-17:00; PH off",47.54203,19.04292,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
547,1919,6,,Miklós utca,39,1033,Budapest,Miklós utca,8,,POINT (47.54624 19.04395),Miklós u.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,16:00:00,14:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 06:00-20:00; Sa 06:00-16:00; Su 07:00-14:00; PH off,47.546299649999995,19.043799053514718,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,220594008,OSM_object_type.way,8,0,2022-04-28 23:52:22.000000,"{'addr:city': 'Budapest', 'addr:housenumber': '8', 'addr:postcode': '1033', 'addr:street': 'Miklós utca', 'branch': 'Príma', 'brand': 'CBA', 'brand:wikidata': 'Q779845', 'building': 'retail', 'contact:website': 'http://www.cbaprima.hu', 'name': 'CBA', 'shop': 'supermarket', 'website': 'http://www.cbaprima.hu', 'wheelchair': 'yes'}","[2296973256, 2296973258, 2296973260, 2296973262, 2296973256]",0.0,False
548,2044,6,,Boglár,45,1039,Budapest,Boglár utca,3,,POINT (47.59593 19.06183),Boglár u.3.,,,,,,,,,,,,,,,,,,+36 1 454 0518,boglar@cba-vorosvar.hu,,,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,18:00:00,16:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 06:30-20:00; Sa 06:30-18:00; Su 07:00-16:00; PH off,47.59593,19.06183,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
549,3206,6,,Repeta Boglár,45,1039,Budapest,Boglár utca,3,,POINT (47.59593 19.06183),Boglár u. 3.,,,,,,,,,,,,,,,,,,,boglarkonyha@cba-vorosvar.hu,,,,,,,,,,,,,,,,,,,09:00:00,09:00:00,09:00:00,09:00:00,09:00:00,09:00:00,09:00:00,18:00:00,18:00:00,18:00:00,18:00:00,18:00:00,17:00:00,15:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 09:00-18:00; Sa 09:00-17:00; Su 09:00-15:00; PH off,47.59593,19.06183,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
550,1990,6,,Heltai,45,1039,Budapest,Heltai Jenő tér,3,,POINT (47.59752 19.05689),Heltai Jenő tér 3.,,,,,,,,,,,,,,,,,,+36 1 454 0604,heltai@cba-vorosvar.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,16:00:00,14:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 06:00-20:00; Sa 06:00-16:00; Su 07:00-14:00; PH off,47.59752,19.05689,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
551,3175,6,,Hotel Noé,45,1039,Budapest,Királyok útja,301,,POINT (47.60358 19.06914),Királyok útja 301.,,,,,,,,,,,,,,,,,,,noehotel@externet.hu,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,,False,Mo-Sa 00:00-24:00; PH off,47.60358,19.06914,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
552,4195,6,,PRÍMA Élelmiszer - Erdősor,51,1044,Budapest,Erdősor út,5,,POINT (47.58018 19.09925),Erdősor út 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,15:00:00,14:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 07:00-20:00; Sa 07:00-15:00; Su 07:00-14:00; PH off,47.58018,19.09925,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
553,1965,6,,Nádor,54,1051,Budapest,Nádor utca,18,,POINT (47.50171 19.04887),Nádor u.18,,,,,,,,,,,,,,,,,,+36 1 501 4493,nador@cba-vorosvar.hu,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,16:00:00,,,,,,,,,,,,,,,,,,False,Mo-Fr 06:00-20:00; Sa 07:00-16:00; PH off,47.50171,19.04887,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
554,3427,6,,CBA Belváros,55,1052,Budapest,Apáczai Csere János utca,1,,POINT (47.49405 19.05031),Apáczai Csere János utca 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,09:00:00,09:00:00,20:30:00,20:30:00,20:30:00,20:30:00,20:30:00,20:30:00,20:30:00,,,,,,,,,,,,,,,,,False,Mo-Fr 07:00-20:30; Sa-Su 09:00-20:30; PH off,47.49405,19.05031,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
555,3124,6,,Andrássy Csemege,61,1063,Budapest,Andrássy út,86,,POINT (47.5092 19.06883),Andrássy u. 86.,,,,,,,,,,,,,,,,,,,andrassycsemege@gmail.com,,,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,08:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,17:00:00,14:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 06:30-21:00; Sa 07:00-17:00; Su 08:00-14:00; PH off,47.5092,19.06883,2023-01-03 08:36:18.592841+00:00,,,6,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.cba.hu,hucbacon,(cba abc|cba),,True,False,True,False,2000.0,200.0,5.0,,,,,,2023-01-03 08:41:32.404992,,,,True
